filename,rating_1,rating_2
24_1_0_20170117150858676.jpg.chip.jpg,3,3
25_1_0_20170117152041619.jpg.chip.jpg,5,4
24_1_0_20170111182452774.jpg.chip.jpg,3,2
25_1_0_20170117142901203.jpg.chip.jpg,3,3
24_1_0_20170116222857892.jpg.chip.jpg,1,1
25_1_0_20170104023032454.jpg.chip.jpg,3,3
24_1_0_20170117120938226.jpg.chip.jpg,1,2
24_1_0_20170116205900085.jpg.chip.jpg,2,3
24_1_0_20170117150414570.jpg.chip.jpg,3,3
26_1_0_20170117005859409.jpg.chip.jpg,2,2
24_1_0_20170116172723427.jpg.chip.jpg,3,2
26_1_0_20170117005855768.jpg.chip.jpg,2,3
25_1_0_20170103163054063.jpg.chip.jpg,1,1
25_1_0_20170116165638421.jpg.chip.jpg,4,4
24_1_0_20170116214212261.jpg.chip.jpg,2,2
24_1_0_20170105003235308.jpg.chip.jpg,4,4
26_1_0_20170104021534429.jpg.chip.jpg,1,2
26_1_0_20170105002839534.jpg.chip.jpg,2,3
26_1_0_20170116184549800.jpg.chip.jpg,4,4
26_1_0_20170103234817732.jpg.chip.jpg,2,3
25_1_0_20170116003458183.jpg.chip.jpg,3,3
27_1_0_20170116205640528.jpg.chip.jpg,2,1
24_1_0_20170103180625656.jpg.chip.jpg,4,3
24_1_0_20170104021527253.jpg.chip.jpg,3,3
26_1_0_20170117003314278.jpg.chip.jpg,3,4
26_1_0_20170105183644799.jpg.chip.jpg,2,1
26_1_0_20170117173613245.jpg.chip.jpg,3,2
26_1_0_20170104021504132.jpg.chip.jpg,2,2
27_1_0_20170117144358667.jpg.chip.jpg,3,3
24_1_0_20170105183618095.jpg.chip.jpg,2,2
27_1_0_20170103183523123.jpg.chip.jpg,3,2
26_1_0_20170103180649464.jpg.chip.jpg,1,1
25_1_0_20170103163218903.jpg.chip.jpg,1,1
24_1_0_20170116215632635.jpg.chip.jpg,1,1
26_1_0_20170117201449668.jpg.chip.jpg,4,3
25_1_0_20170116220813532.jpg.chip.jpg,1,1
26_1_0_20170117191528652.jpg.chip.jpg,3,3
26_1_0_20170117174948312.jpg.chip.jpg,2,3
26_1_0_20170117003226902.jpg.chip.jpg,2,3
25_1_0_20170117140418545.jpg.chip.jpg,2,3
27_1_0_20170103182159657.jpg.chip.jpg,3,4
24_1_0_20170111182452767.jpg.chip.jpg,4,3
25_1_0_20170109213232182.jpg.chip.jpg,3,4
27_1_0_20170103175534240.jpg.chip.jpg,1,3
25_1_0_20170104022944286.jpg.chip.jpg,1,4
27_1_0_20170117150925811.jpg.chip.jpg,3,3
26_1_0_20170103181852617.jpg.chip.jpg,1,1
26_1_0_20170116232337954.jpg.chip.jpg,1,3
27_1_0_20170103163215342.jpg.chip.jpg,2,1
24_1_0_20170112234658946.jpg.chip.jpg,5,5
27_1_0_20170113001007203.jpg.chip.jpg,4,3
27_1_0_20170117120618507.jpg.chip.jpg,1,3
25_1_0_20170117142757162.jpg.chip.jpg,4,3
26_1_0_20170103213110260.jpg.chip.jpg,2,3
26_1_0_20170117201904253.jpg.chip.jpg,2,2
25_1_0_20170117134837758.jpg.chip.jpg,4,3
26_1_0_20170116235853558.jpg.chip.jpg,1,2
26_1_0_20170116232424535.jpg.chip.jpg,1,1
26_1_0_20170103181926881.jpg.chip.jpg,2,3
25_1_0_20170116003513392.jpg.chip.jpg,1,1
26_1_0_20170117175240971.jpg.chip.jpg,4,3
25_1_0_20170104165326705.jpg.chip.jpg,1,1
27_1_0_20170116201204900.jpg.chip.jpg,1,1
26_1_0_20170117201918694.jpg.chip.jpg,3,2
26_1_0_20170103181948785.jpg.chip.jpg,1,2
25_1_0_20170117141726361.jpg.chip.jpg,5,5
24_1_0_20170117150853517.jpg.chip.jpg,3,3
27_1_0_20170117202238951.jpg.chip.jpg,3,3
26_1_0_20170117173557316.jpg.chip.jpg,1,1
24_1_0_20170117150909051.jpg.chip.jpg,5,4
27_1_0_20170109132133665.jpg.chip.jpg,4,1
26_1_0_20170117201814973.jpg.chip.jpg,3,2
24_1_0_20170103180549431.jpg.chip.jpg,3,2
24_1_0_20170119171026777.jpg.chip.jpg,3,2
26_1_0_20170117173639429.jpg.chip.jpg,3,3
27_1_0_20170103181541352.jpg.chip.jpg,2,2
24_1_0_20170105183445456.jpg.chip.jpg,2,1
24_1_0_20170116215712426.jpg.chip.jpg,1,1
24_1_0_20170116174738833.jpg.chip.jpg,1,3
24_1_0_20170104022030117.jpg.chip.jpg,2,5
27_1_0_20170119155531065.jpg.chip.jpg,2,1
26_1_0_20170103180530224.jpg.chip.jpg,1,1
27_1_0_20170116205911682.jpg.chip.jpg,1,1
27_1_0_20170111182452802.jpg.chip.jpg,3,1
27_1_0_20170103180510792.jpg.chip.jpg,2,1
25_1_0_20170109213201198.jpg.chip.jpg,2,5
25_1_0_20170116211727465.jpg.chip.jpg,3,3
27_1_0_20170113180930981.jpg.chip.jpg,2,1
26_1_0_20170117174144110.jpg.chip.jpg,3,3
25_1_0_20170117142737553.jpg.chip.jpg,3,2
27_1_0_20170117120648293.jpg.chip.jpg,3,3
26_1_0_20170110173815028.jpg.chip.jpg,1,1
26_1_0_20170116192554607.jpg.chip.jpg,3,2
26_1_0_20170117201135295.jpg.chip.jpg,1,3
26_1_0_20170117175343265.jpg.chip.jpg,3,3
26_1_0_20170116220842573.jpg.chip.jpg,3,1
26_1_0_20170117174852519.jpg.chip.jpg,3,3
26_1_0_20170111182452795.jpg.chip.jpg,3,3
24_1_0_20170108225915369.jpg.chip.jpg,1,1
25_1_0_20170117143909681.jpg.chip.jpg,3,4
26_1_0_20170109141214949.jpg.chip.jpg,3,3
25_1_0_20170117182558966.jpg.chip.jpg,3,3
24_1_0_20170105000615467.jpg.chip.jpg,4,5
25_1_0_20170103180657288.jpg.chip.jpg,1,1
24_1_0_20170117150538420.jpg.chip.jpg,3,4
25_1_0_20170117191541627.jpg.chip.jpg,3,3
26_1_0_20170104165749289.jpg.chip.jpg,2,1
24_1_0_20170117194955099.jpg.chip.jpg,2,2
26_1_0_20170104021254429.jpg.chip.jpg,3,3
25_1_0_20170105183547063.jpg.chip.jpg,1,2
26_1_0_20170117175313606.jpg.chip.jpg,3,2
25_1_0_20170103182309849.jpg.chip.jpg,1,1
25_1_0_20170117195319237.jpg.chip.jpg,1,3
25_1_0_20170116220238281.jpg.chip.jpg,3,2
26_1_0_20170109132910372.jpg.chip.jpg,3,4
26_1_0_20170104022424245.jpg.chip.jpg,5,4
24_1_0_20170116205903763.jpg.chip.jpg,2,2
24_1_0_20170117150848786.jpg.chip.jpg,5,4
25_1_0_20170117143830737.jpg.chip.jpg,5,5
24_1_0_20170104022714148.jpg.chip.jpg,1,3
26_1_0_20170109134235854.jpg.chip.jpg,2,3
27_1_0_20170109002819172.jpg.chip.jpg,2,3
24_1_0_20170116222429652.jpg.chip.jpg,1,1
26_1_0_20170117103606667.jpg.chip.jpg,2,2
26_1_0_20170117003208726.jpg.chip.jpg,3,4
26_1_0_20170117003240286.jpg.chip.jpg,4,4
27_1_0_20170116171624008.jpg.chip.jpg,4,5
25_1_0_20170117141331623.jpg.chip.jpg,3,3
24_1_0_20170116222618238.jpg.chip.jpg,2,2
24_1_0_20170103180601840.jpg.chip.jpg,1,1
24_1_0_20170117150813388.jpg.chip.jpg,4,3
25_1_0_20170105000803577.jpg.chip.jpg,4,5
25_1_0_20170117134947430.jpg.chip.jpg,3,3
27_1_0_20170117180028028.jpg.chip.jpg,5,4
24_1_0_20170103180732376.jpg.chip.jpg,1,1
26_1_0_20170117175315496.jpg.chip.jpg,3,3
24_1_0_20170103225156008.jpg.chip.jpg,3,4
27_1_0_20170117120650933.jpg.chip.jpg,2,3
27_1_0_20170116221800786.jpg.chip.jpg,1,2
26_1_0_20170117174638343.jpg.chip.jpg,2,2
25_1_0_20170109214731480.jpg.chip.jpg,1,1
25_1_0_20170117152023187.jpg.chip.jpg,2,2
25_1_0_20170111182452788.jpg.chip.jpg,2,3
27_1_0_20170117175942220.jpg.chip.jpg,3,3
27_1_0_20170119194402442.jpg.chip.jpg,1,3
26_1_0_20170117091743194.jpg.chip.jpg,1,1
24_1_0_20170117150817978.jpg.chip.jpg,5,3
26_1_0_20170117200604086.jpg.chip.jpg,2,1
25_1_0_20170116205342932.jpg.chip.jpg,3,3
26_1_0_20170117175227641.jpg.chip.jpg,3,5
24_1_0_20170105183859832.jpg.chip.jpg,3,4
26_1_0_20170116184725493.jpg.chip.jpg,3,4
25_1_0_20170116211917463.jpg.chip.jpg,2,3
24_1_0_20170116214532199.jpg.chip.jpg,3,3
24_1_0_20170116000527997.jpg.chip.jpg,3,1
26_1_0_20170109002602686.jpg.chip.jpg,3,2
25_1_0_20170117140624359.jpg.chip.jpg,1,1
26_1_0_20170103180946896.jpg.chip.jpg,3,3
24_1_0_20170116214235749.jpg.chip.jpg,2,3
27_1_0_20170116171141861.jpg.chip.jpg,3,3
24_1_0_20170112204907819.jpg.chip.jpg,3,2
26_1_0_20170117153205725.jpg.chip.jpg,2,3
27_1_0_20170117144846034.jpg.chip.jpg,4,5
27_1_0_20170105183347327.jpg.chip.jpg,1,1
24_1_0_20170103163129280.jpg.chip.jpg,1,1
27_1_0_20170103223625383.jpg.chip.jpg,3,3
26_1_0_20170117174641318.jpg.chip.jpg,3,3
26_1_0_20170116184526152.jpg.chip.jpg,5,5
25_1_0_20170117143946804.jpg.chip.jpg,3,3
27_1_0_20170117175951091.jpg.chip.jpg,3,3
24_1_0_20170117194800876.jpg.chip.jpg,3,3
26_1_0_20170117091659319.jpg.chip.jpg,1,1
26_1_0_20170117173257366.jpg.chip.jpg,3,3
26_1_0_20170117001335885.jpg.chip.jpg,2,1
26_1_0_20170117152808211.jpg.chip.jpg,1,1
25_1_0_20170117195346437.jpg.chip.jpg,3,3
26_1_0_20170117174933551.jpg.chip.jpg,1,2
24_1_0_20170112234608449.jpg.chip.jpg,3,3
24_1_0_20170117150911661.jpg.chip.jpg,4,5
27_1_0_20170103182501706.jpg.chip.jpg,3,4
27_1_0_20170103180241879.jpg.chip.jpg,1,3
25_1_0_20170105000610412.jpg.chip.jpg,2,2
26_1_0_20170117003136628.jpg.chip.jpg,3,3
26_1_0_20170117201629485.jpg.chip.jpg,2,2
25_1_0_20170109132220552.jpg.chip.jpg,1,3
24_1_0_20170116220128735.jpg.chip.jpg,1,1
26_1_0_20170117175344913.jpg.chip.jpg,4,4
26_1_0_20170103235707476.jpg.chip.jpg,3,4
24_1_0_20170116214311227.jpg.chip.jpg,4,4
24_1_0_20170104022800709.jpg.chip.jpg,2,3
